id2,id,keyword,translation,username1,status1,cant_post1,wait_msg1,hidden_from_timeline1,missing_1hr_later1,missing_24hrs_later1,deleted_msg1,deleted_msg_time1,username2,status2,cant_post2,wait_msg2,hidden_from_timeline2,missing_1hr_later2
287,496,李克强+作秀,Li Keqiang+put on a show,user6,,,,,,,,,user22,deleted,,,,.
288,497,总理+影帝,prime minister+movie star,user6,,,,1,1,1,,,user22,deleted,,,1,.
289,498,三峡+四川地震,Three Gorges+Sichuan earthquake,user6,,,,1,1,1,,,user22,deleted,,,1,.
290,499,西金平,West Gold-peace (Xi Jinping),user6,,1,,,,,,,user22,deleted,1,,,.
291,500,西晋平,Western Jin Peace (Xi Jinping),user6,,1,,,,,,,user22,deleted,1,,,.
292,501,洗尽平,Fully-washed Peace,user6,,1,,,,,,,user22,deleted,1,,,.
293,502,洗净平,Whistle-clean Peace (Xi Jinping),user6,,1,,,,,,,user22,deleted,1,,,.
294,503,洗进瓶,Wash into Bottle (Xi Jinping),user6,,,,,,,,,user22,deleted,,,,.
295,504,锡金瓶,Sikkim Bottle (Xi Jinping),user6,,1,,,,,,,user22,deleted,1,,,.
296,514,习+总书记,Xi+secretary-general,user6,,,,,,,,,user22,deleted,,,,.
297,521,改革派,reformist,user6,,,,,1,1,,,user22,deleted,,,,.
298,522,胡赵,Hu Zhao,user6,,,,,,,,,user22,deleted,,,,.
299,523,胡总书记,Secretary-General Hu,user6,,,,,,,,,user22,deleted,,,,.
300,528,统筹两个舆论场,coordinate two spaces for public opinion,user6,,,,1,1,,,,user22,deleted,,,1,.
301,530,陕西宣传部,Shaanxi Propaganda Department,user7,active,,,,,,,,user23,deleted,,,,.
302,534,猪席,pig mat,user7,,,,,,1,,,user23,deleted,,,,.
303,535,主习,lord Xi,user7,,,,,,,,,user23,deleted,,,,.
304,536,猪习,pig Xi,user7,,,,,,,,,user23,deleted,,,,.
305,538,习+facebook,Xi+facebook,user7,,,,,,,,,user23,deleted,,,,.
306,539,习+脸谱,Xi+facebook,user7,,,,,,,,,user23,deleted,,,,.
307,540,xi主席,Chairman xi,user7,,,,1,1,,,,user23,deleted,,,,.
308,541,蛤蛤,Toady,user7,,,,,,,,,user23,deleted,,,,.
309,542,蛤丝,Toad thread,user7,,,,,,,,,user23,deleted,,,,.
310,543,蛤主席,Chairman Toad,user7,,,,,,,,,user23,deleted,,,,.
311,544,戒严,martial law,user7,,,,,,,,,user23,deleted,,,,.
312,545,国保,Domestic Security Department,user7,,,,,,,,,user23,deleted,,,,.
313,546,一党执政,one party holds power,user7,,,,,,1,,,user23,deleted,,,,.
314,550,习boss,boss Xi,user7,,,,,,,,,user23,deleted,,,,.
315,551,习+国母,Xi+first lady,user7,,,,,,,,,user23,deleted,,,,.
316,555,习+江,Xi+Jiang,user7,,,,,,,,,user23,deleted,,,,.
317,556,习+总,Xi+chief,user7,,,,,,,,,user23,deleted,,,,.
318,557,习+李,Xi+Li,user7,,,,,,,,,user23,deleted,,,,.
319,563,彭阿姨,Auntie Peng,user7,,,,,,,,,user23,deleted,,,,.
320,565,江派,Jiang faction,user7,,,,1,1,1,,,user23,deleted,,,1,.
321,570,涛宝,Tao-Bao,user7,,,,,,,,,user23,deleted,,,,.
322,577,权力+交接,power + handover,user7,,,,,,,,,user23,deleted,,,,.
323,578,胡习,Hu-Xi,user7,,,,1,1,,,,user23,deleted,,,1,.
324,579,习胡,Xi-Hu,user7,,,,,,,,,user23,deleted,,,,.
325,582,中国官场,Chinese officialdom,user7,,,,,,,,,user23,deleted,,,,.
326,588,yu素鸡,yu veggie chicken,user7,,,,1,1,1,,,user23,deleted,1,,,.
327,589,蛤蟆精,Toad Spirit,user7,,,,1,1,,,,user23,deleted,1,,,.
328,594,误邦国,Wu Bangguo,user7,,1,,,,,,,user23,deleted,1,,,.
329,595,无邦国,Wu Bangguo,user7,,,,,,,,,user23,deleted,,,,.
330,596,吴绑国,Wu Bangguo,user7,,,,,,,,,user23,deleted,,,,.
331,597,吴帮国,Wu Bangguo,user7,,,,,,,,,user23,deleted,,,,.
332,598,无帮国,Wu Bangguo,user7,,1,,,,,,,user23,deleted,1,,,.
333,599,误帮国,Wu Bangguo,user7,,,,,,,,,user23,deleted,,,,.
334,600,新闻封锁,news blackout,user7,,,,,,,,,user23,deleted,,,,.
335,607,送温神,see off the god Wen,user7,,,,1,1,1,,,user23,deleted,1,,,.
336,613,三个至上,Three Above-Alls,user7,,,,,,,,,user23,deleted,,,,.
337,617,影帝+wen,movie star + wen,user7,,,,,,1,,,user23,deleted,,,,.
338,618,捍卫新闻自由,defend freedom of the press,user7,,,,,,1,,,user23,deleted,,,,.
339,619,舆论钳制,suppression of public opinion,user7,,,,,,1,,,user23,deleted,,,,.
340,622,体制外200万,2 million outside of the system,user7,,,,,,,,,user23,deleted,,,,.
341,623,体制外二百万,two million outside of the system,user7,,,,,,,,,user23,deleted,,,,.
342,625,刁总,President Sly,user7,,,,1,1,1,1,11/8/2014 11:30,user23,deleted,1,,,.
343,626,刁主席,Chairman Sly,user7,,,,1,1,1,1,11/8/2014 11:30,user23,deleted,1,,,.
344,627,贾不假,The Jia family is not fake,user7,,,,,,,,,user23,deleted,,,,.
345,628,白玉为堂金做马,white jade form the Halls; gold compose their horses,user7,,,,,,,,,user23,deleted,,,,.
346,630,月月鸟,Moon Moon Bird,user7,,,,,,,,,user23,deleted,,,,.
347,650,违宪,violate the constitution,user7,,,,,,,,,user23,deleted,,,,.
348,658,宪政,constitutionalism,user7,,,,,,1,,,user23,deleted,,,,.
349,660,中宣,Central Propaganda [Department],user7,,,,,,,,,user23,deleted,,,,.
350,670,庹震,Tuo Zhen,user7,,,,,,,,,user24,,,,,1
351,676,中国梦+宪政梦,China dream + dream of constitutionalism,user8,48hr ban,,,,1,1,,,user24,,,,,1
352,679,致敬十大反对者,Tribute to Ten Protesters,user8,,,,,1,1,,,user24,,,,,1
353,680,泰鸿公司,Taihong Co.,user8,,,,,1,1,,,user24,,,,,1
354,681,陈破空,Chen Pokong,user8,,,,,1,1,,,user24,,,,,1
355,682,李克强+PS,Li Keqiang + PS,user8,,,,1,1,1,,,user24,,,,1,1
356,684,俞正声+哥哥,Yu Zhengsheng + older brother,user8,,,,,1,1,,,user24,,,,,1
357,685,俞正声+家族,Yu Zhengsheng + family,user8,,,,1,1,1,,,user24,,,,1,1
358,686,张德江+动车,Zhang Dejiang + power car,user8,,,,,1,1,,,user24,,,,,
359,689,东方闪电,Eastern Lightning,user8,,,,,1,1,,,user24,,,,,
360,690,实际神,Real God,user8,,,,,1,1,,,user24,,,,,
361,693,长萎,long atrophy,user8,,,,,1,1,,,user24,,,,1,
362,694,常萎,often atrophy,user8,,,,,1,1,,,user24,,,,1,
363,695,河殇,River Elegy,user8,,,,,1,1,,,user24,,,,,
364,696,令JH,Ling JH,user8,,1,,,1,1,,,user24,,1,,,
365,697,谷丽萍,Gu Liping,user8,,,,,1,1,,,user24,,,,,
366,698,谷源旭,Gu Yuanxu,user8,,,,,1,1,,,user24,,,,,
367,702,刘奇葆,Liu Qibao,user8,,,,,1,1,,,user24,,,,,
368,711,抢录音笔,grab the pen recorder,user8,,,,,1,1,,,user24,,,,,
369,712,抢笔书记,pen-grabbing secretary,user8,,,,,1,1,,,user24,,,,,
370,713,抢笔省长,pen-grabbing governor,user8,,,,,1,1,,,user24,,,,,
371,714,录音笔事件,pen recorder incident,user8,,,,,,,,,user24,,,,,
372,716,向巴平措,Qiangba Puncog,user8,,,,,,,,,user24,,,,,
373,717,习JP,XiJP,user8,,1,,,,,,,user24,,1,,,
374,718,习书记,Secretary Xi,user8,,,,,,,,,user24,,,,,
375,719,习皇,Emperor Xi,user8,,,,,1,1,,,user24,,,,,1
376,720,习夫人,Lady Xi,user8,,,,,,,,,user24,,,,1,1
377,723,彭夫人,Lady Peng,user8,,,,,,,,,user24,,,,1,1
378,724,dejiang,dejiang,user8,,,,,,,,,user24,,,,1,1
379,726,jiaqinglin,jiaqinglin,user8,,1,,,,,,,user24,,1,,1,1
380,727,jinping,jinping,user8,,,,,,,,,user24,,,,1,1
381,728,keqiang,keqiang,user8,,,,,,,,,user24,,,,1,1
382,729,qishan,qishan,user8,,,,,,,,,user24,,,,1,1
383,731,yunshan,yunshan,user8,,,,,,,,,user24,,,,1,1
384,732,zhengsheng,zhengsheng,user8,,,,,,,,,user24,,,,1,1
385,733,七巨头,Seven Chiefs,user8,,,,,1,1,,,user24,,,,1,1
386,736,刘永清,Liu Yongqing,user8,,,,1,,,,,user24,,,,1,1
387,738,阎晶晶,Yan Jingjing,user8,,,,,,,,,user24,,,,1,1
388,739,薄温,Bo Wen,user8,,,,,,,,,user24,,,,1,1
389,745,习李,Xi-Li,user8,,,,,1,1,,,user24,,,,1,1
390,747,裸退,naked retirement,user8,,,,,1,1,,,user24,,,,1,1
391,748,七长老,Seven Elders,user8,,,,1,1,1,,,user24,,,,1,1
392,756,石巴大,stone bar big,user8,,,,,,,,,user24,,,,1,1
393,759,屎吧嗒,shit smack,user8,,,,,,,,,user24,,,,1,1
394,760,屎粑大,the shit cake is big,user8,,1,,,,,,,user24,,1,,1,1
395,764,撕八大,tear eight big,user8,,,,,,,,,user24,,,,1,1
396,765,撕巴大,tear bar big,user8,,,,,,,,,user24,,,,1,1
397,766,死八大,die eight big,user8,,1,,,,,,,user24,,1,,1,1
398,767,死巴大,die bar big,user8,,,,,,,,,user24,,,,1,1
399,771,王卫东,Wang Weidong,user8,,,,,,,,,user24,,,,1,1
400,774,扭腰times,Twisttimes,user8,,,,,,,,,user24,,,,1,1
401,788,总理+家族,prime minister + family,user9,active,,,,,,,,user25,,,,,
402,789,总理+财产,prime minister + assets,user9,,,,,,,,,user25,,,,,
403,792,我们要生存 我们要吃饭,"We want to survive, we want to get by",user9,,,,,,,,,user25,,,,,
404,794,集体上访,collectively petition officials,user9,,,,,,1,,,user25,,,,,
405,800,纽约SB,New York SB,user9,,,,,,,,,user25,,,,,
406,810,温党,Wen Party,user9,,,,,,,,,user25,,,,,
407,814,温+钻石女王,Wen + diamond queen,user9,,,,,,,,,user25,,,,,
408,815,杨志云,Yang Zhiyun,user9,,,,,,,,,user25,,,,,
409,816,段伟红,Duan Weihong,user9,,,,,,,,,user25,,,,,
410,818,温太子,Crown Prince Wen,user9,,,,1,1,1,1,11/8/2014 11:32,user25,,,,1,1
411,823,新天域资本公司,New Horizon Capital,user9,,,,,,,,,user25,,,,,
412,831,拥护+薄,endorse + Bo,user9,,,,,,,,,user25,,,,,
413,840,刁哥,Brother Sly,user9,,1,,,,,,,user25,,1,,,
414,860,焦国标,Jiao Guobiao,user9,,,,,,,,,user25,,,,,
415,866,X近平,XJinping,user9,,1,,,,,,,user25,,1,,,
416,867,jinping,jinping,user9,,,,,,,,,user25,,,,,
417,868,近平+车祸,Jinping + car accident,user9,,,,,1,1,,,user25,,,,,
418,870,HeGuoqiang,HeGuoqiang,user9,,,,,,,,,user25,,,,,
419,871,百鸡王,King of the Hundred Chickens,user9,,,,1,1,1,,,user25,,,,1,1
420,877,鱼素鸡,FIsh Veggie Chicken,user9,,1,,,,,,,user25,,1,,,
421,878,学民思潮,Scholarism,user9,,,,,,,,,user25,,,,,
422,880,捅鸡局,Bureau of Dicking Around,user9,,,,,,,,,user25,,,,,
423,881,赵天韶,Zhao Tianshao,user9,,,,,,,,,user25,,,,,
424,882,顾纪祥,Gu Jiyang,user9,,,,,,,,,user25,,,,,
425,884,屁民报,Rabble News,user9,,,,,,,,,user25,,,,,
426,885,P民报,P People News,user9,,,,,,,,,user25,,,,,
427,888,不雅照,vulgar photos,user9,,,,,,,,,user25,,,,,
428,890,狐瘟,fox plague,user9,,,,,,,,,user25,,,,,
429,894,范承秀,Fan Chengxiu,user9,,,,,,,,,user25,,,,,
430,901,防火长城,Great Firewall,user9,,,,,,,,,user25,,,,,
431,902,兲朝,Celestial Empire,user9,,,,,1,1,,,user25,,,,,
432,917,傅政华,Fu Zhenghua,user9,,,,,1,1,,,user25,,,,,
433,955,正腐,govern-rot,user9,,,,,1,1,,,user25,,,,,
434,960,刘淇+封山,Liu Qi + close off a mountain,user9,,,,,,,,,user25,,,,,
435,961,刘淇+围堵,Liu Qi + encircle,user9,,,,,,,,,user25,,,,,
436,969,XJP,XJP,user9,,,,,1,1,,,user25,,,,,
437,973,齐桥桥,Qi Qiaoqiao,user9,,1,,,,,,,user25,,1,,,
438,974,齐安安,Qi An'an,user9,,1,,,,,,,user25,,1,,,
439,975,邓家贵,Deng Jiagui,user9,,1,,,,,,,user25,,1,,,
440,977,张燕南,Zhang Yannan,user9,,1,,,,,,,user25,,1,,,
441,983,you行,youGO,user9,,,,,,,,,user25,,,,,
442,989,港共,Hong Kong Communist Party,user9,,,,,,,,,user25,,,,,
443,1008,人权+行动,human rights + action,user9,,,,,,,,,user25,,,,,
444,1011,boxun,boxun,user9,,,,1,,,,,user25,,,,1,1
445,1018,李旺阳,Li Wangyang,user9,,,,,1,1,,,user25,,,,,
446,1028,令公子,Prince Ling,user9,,,,,1,1,1,11/8/2014 10:35,user25,,,,,
447,1032,国家安全沙皇,national security czar,user9,,,,,1,1,1,11/8/2014 10:35,user25,,,,,
448,1092,袁木,Yuan Mu,user9,,,,,,,,,user25,,,,,
449,1094,严家其,Yan Jiaqi,user9,,,,,,,,,user25,,,,,
450,1095,韩东方,Han Dongfang,user9,,,,,,,,,user25,,,,,
451,1097,陈子明,Chen Ziming,user10,active,,,,1,1,,,user26,,,,,
452,1130,马驰+法拉利+新加坡,Ma Chi + Ferrari + Singapore,user10,,,,,1,1,,,user26,,,,,
453,1132,zy康,zyKang,user10,,,,,1,1,,,user26,,,,,
454,1133,z永K,zYongK,user10,,,,,1,1,,,user26,,,,,
455,1134,刘明泽,Liu Mingze,user10,,,,,1,1,,,user26,,,,,
456,1140,李禾禾,Li Hehe,user10,,,,,1,1,,,user26,,,,,
457,1141,习公主,Princess Xi,user10,,,,1,1,1,,,user26,,,,1,1
458,1142,习+明泽,Xi + Mingze,user10,,1,,,1,1,,,user26,,,,,
459,1145,陈光C,Chen Guang C,user10,,,,,1,1,,,user26,,,,,
460,1146,陈G诚,Chen G Cheng,user10,,,,,1,1,,,user26,,,,,
461,1164,光cheng,Guangcheng,user10,,,,,1,1,,,user26,,,,,
462,1165,guang诚,guangcheng,user10,,,,,1,1,,,user26,,,,,
463,1168,朝阳医院+华盛顿邮报,Chaoyang Hospital + Washington Post,user10,,,,,1,1,,,user26,,,,,
464,1176,胡佳+曾金燕,Hu Jia + Zeng Jinyan,user10,,,,,1,1,,,user26,,,,,
465,1177,王铮,Wang Zheng,user10,,,,,1,1,,,user26,,,,,
466,1181,何培蓉,He Peirong,user10,,,,,1,1,,,user26,,,,,
467,1198,权斗 ,power struggle,user10,,,,,1,1,,,user26,,,,,
468,1213,我们要吃饭,we want to eat,user10,,,,,1,1,,,user26,,,,,
469,1218,广隶,Guang Li,user10,,,,,1,1,,,user26,,,,,
470,1244,政治斗争,political struggle,user10,,,,,1,1,,,user26,,,,,
471,1249,习+薄,Xi + Bo,user10,,,,,1,1,,,user26,,,,,
472,1250,习储君,Crown Prince Xi,user10,,1,,,1,1,,,user26,,1,,,
473,1261,习禁评,Xi Cannot-Comment,user10,,1,,,,,,,user26,,1,,,
474,1262,政法委+培训,Political and Legislative Affairs Committee + training,user10,,,,,,,,,user26,,,,,
475,1264,HU锦套,HU Embroidered-Set,user10,,,,,1,1,,,user26,,,,,
476,1265,民主自由,democratic freedom,user10,,,,,,,,,user26,,,,,
477,1268,温女婿,Wen's son-in-law,user10,,,,,,,,,user26,,,,,
478,1279,梁振英+同志,Leung Chun-ying + comrade,user10,,,,,1,1,,,user26,,,,,
479,1285,西藏+自焚,Tibet + self-immolation,user10,,,,,1,1,,,user26,,,,,
480,1291,张德江,Zhang Dejiang,user10,,,,,,,,,user26,,,,,
481,1294,政法委+武警,Politics and Law Commission + armed police,user10,,,,1,1,1,,,user26,,,,1,1
482,1295,北京+军警,Beijing + military and police,user10,,,,,,,,,user26,,,,,
483,1299,贾公子,Prince Jia,user10,,,,,,,,,user26,,,,,
484,1302,四大天王+被秒,four great emperors + seconded,user10,,,,,,,,,user26,,,,,
485,1303,京城+戒严,capital + impose martial law,user10,,,,,1,1,,,user26,,,,,
486,1304,北京+戒严,Beijing + impose martial law,user10,,,,,1,1,,,user26,,,,,
487,1305,军队+进京,army + enter the capital,user10,,,,,,,,,user26,,,,,
488,1306,li长春,li Changchun,user10,,,,,,,,,user26,,,,,
489,1307,胡石根,Hu Shigen,user10,,,,,,,,,user26,,,,,
490,1308,封从德,Feng Congde,user10,,,,,1,1,,,user26,,,,,
491,1309,绝食书,Hunger Strike Declaration,user10,,,,,1,1,,,user26,,,,,
492,1311,四二六社论,four two six editorial,user10,,,,,1,1,,,user26,,,,,
493,1312,四二七+游行,four two seven + march,user10,,,,,,,,,user26,,,,,
494,1314,重庆模式,Chongqing model,user10,,,,,,,,,user26,,,,,
495,1318,胡core,Hu core,user10,,1,,,,,,,user26,,1,,,
496,1319,习core,Xi core,user10,,,,,,,,,user26,,1,,,
497,1320,江+蛤蟆,Jiang + toad,user10,,1,1,1,1,1,,,user26,,1,1,1,1
498,1321,周永k,Zhou Yongk,user10,,1,,,,,,,user26,,1,,,
499,1322,zhou永康,zhou Yongkang,user10,,,,1,1,1,,,user26,,,,,
500,1323,江胡斗,Jiang-Hu fight,user10,,1,,,,,,,user26,,,,,
501,1327,造反,rebel,user11,active,,,,,,,,user27,,,,,
502,1328,中共+内讧,CCP + internal conflict,user11,,,,,,,,,user27,,,,,
503,1329,高层+内讧,high level + internal conflict,user11,,,,,,,,,user27,,,,,
504,1330,高层+内斗,high level + internal struggle,user11,,,,,,,,,user27,,,,,
505,1334,水工系,Department of Irrigation Works,user11,,,,,,,,,user27,,,,,
506,1336,江小鱼,Jiang Little-fish,user11,,,,,,,,,user27,,,,,
507,1339,习+太子,Xi + princeling,user11,,1,,,,,,,user27,,,,,
508,1341,zhou yongkang,zhou yongkang,user11,,,,,,1,,,user27,,,,,
509,1342,ZYK,ZYK,user11,,,,,,,,,user27,,,,,
510,1343,周YK,Zhou YK,user11,,1,,,,,,,user27,,1,,,
511,1345,帝都,imperial capital,user11,,,,,,,,,user27,,,,,
512,1348,番号不明部队,troops of unclear designation,user11,,,,,,,,,user27,,,,,
513,1349,天线宝宝+康师傅,Teletubby + Kang Shifu,user11,,,,1,1,1,1,11/8/2014 11:34,user27,,,,1,1
514,1354,京城+内斗,capital + internal struggle,user11,,,,,,,,,user27,,,,,
515,1355,北京+内斗,Beijing + internal struggle,user11,,,,,,,,,user27,,,,,
516,1356,中共+内斗,CCP + internal struggle,user11,,,,,,,,,user27,,,,,
517,1361,政变,coup d'état,user11,,,,,,1,,,user27,,,,,
518,1364,军车如林,forest of military vehicles,user11,,,,,,,,,user27,,,,,
519,1366,北京高层,Beijing high level,user11,,,,,,,,,user27,,,,,
520,1383,李月月鸟,Li Moon Moon Bird [Li Peng],user11,,,,,,,,,user27,,,,,
521,1386,东方红时空,East Is Red Space (CCTV staff Spring Festival show),user11,,,,,,,,,user27,,,,,
522,1388,章沁生,Zhang Qinsheng,user11,,,,,,,,,user27,,,,,
523,1402,姜维平,Jiang Weiping,user11,,,,,,,,,user27,,,,,
524,1405,邱进,Qiu Jin,user11,,,,,,,,,user27,,,,,
525,1410,薄督,Captain Bo,user11,,,,,,,,,user27,,,,,
526,1432,宪政民主,constitutional democracy,user11,,,,,,,,,user27,,,,,
527,1435,反共,anti-communist,user11,,,,,1,1,,,user27,,,,,
528,1442,台湾独立,Taiwan independence,user11,,,,,1,1,,,user27,,,,,
529,1450,影帝温,Movie Star Wen,user11,,1,,,1,1,1,11/8/2014 10:41,user27,,1,,,
530,1451,东京热,Tokyo-Hot,user11,,,,,,,,,user27,,,,,
531,1453,余杰,Yu Jie,user11,,,,,,,,,user27,,,,,
532,1458,独立中文笔会,Independent Chinese PEN Center,user11,,,,,1,1,,,user27,,,,,
533,1459,中国之春,Chinese Spring,user11,,,1,1,1,1,,,user27,,,1,1,1
534,1460,黄雀行动,Operation Yellowbird,user11,,,,,1,1,,,user27,,,,,
535,1461,高自联,Capital Autonomous Federation of University Students,user11,,,1,1,1,1,,,user27,,,1,1,1
536,1462,北高联,Capital Autonomous Federation of University Students ,user11,,,,,,,,,user27,,,,,
537,1464,夺权,seize power,user11,,,,,,,,,user27,,,,,
538,1466,朝鲜+政变,North Korea + coup,user11,,,,,,,,,user27,,,,,
539,1469,lichangchun,lichangchun,user11,,1,,,,,,,user27,,1,,,
540,1470,xijinping,xijinping,user11,,,,,,,,,user27,,,,,
541,1471,煽动颠覆国家政权,incite subversion of state power,user11,,,,,,,,,user27,,,,,
542,1473,热比娅,Libya,user11,,,,,,,,,user27,,,,,
543,1475,港支联会,Hong Kong Alliance,user11,,,,,,1,1,11/8/2014 11:34,user27,,,,,
544,1478,吕加平,Lü Jiaping,user11,,,,,,,,,user27,,,,,
545,1479,江宋,Jiang Song (Jiang Zemin),user11,,,,,,,,,user27,,,,,
546,1521,宪章,charter,user11,,,,,,1,1,11/8/2014 13:25,user27,,,,,
547,1525,学联,student federation,user11,,,,,,,,,user27,,,,,
548,1535,僧人自焚,monk self-immolates,user11,,,,,,,,,user27,,,,,
549,1542,习太子,Princeling Xi,user11,,1,,,,,,,user27,,1,,,
550,1543,习王储,Crown Prince Xi,user11,,1,,,,,,,user27,,1,,,
551,1544,忠党国,faithful to the party-state,user12,active,,,,,,,,user28,deleted,,,,.
552,1545,垮台,fall from power,user12,,,,,,,,,user28,deleted,,,,.
553,1551,辛子陵,Xin Ziling,user12,,,,,,1,,,user28,deleted,,,,.
554,1552,博讯,Boxun,user12,,,,1,1,1,,,user28,deleted,,,1,.
555,1561,裆中央,Central Crotch (CCP),user12,,,,,,1,,,user28,deleted,,,,.
556,1562,姬胜德,Ji Shengde,user12,,,,,,1,,,user28,deleted,,,,.
557,1566,胡海青,Hu Haiqing,user12,,,,,,1,,,user28,deleted,,,,.
558,1568,王荔蕻,Wang Lihong,user12,,,,,,1,,,user28,deleted,,,,.
559,1572,政治体制改革,reform of the political structure,user12,,,,,,,,,user28,deleted,,,,.
560,1573,内斗,internal struggle,user12,,,,,,1,,,user28,deleted,,,,.
561,1574,裸聊,naked chat,user12,,,,,,,,,user28,deleted,,,,.
562,1586,北戴河会议,Beidaihe Meeting,user12,,,,1,1,1,,,user28,deleted,,,1,.
563,1592,派系,faction,user12,,,,,,1,,,user28,deleted,,,,.
564,1600,江 亲信（词组或短语）,Jiang trusted followers,user12,,,,,,1,,,user28,deleted,,,,.
565,1601,江系,Jiang system,user12,,,,,,,,,user28,deleted,,,,.
566,1604,阳光时务,iSun Affairs,user12,,,,,,,,,user28,deleted,,,,.
567,1607,雪山狮子旗,snow lion flag,user12,,,,,,,,,user28,deleted,,,,.
568,1609,火药配方,gunpowder formula,user12,,,,,,1,,,user28,deleted,,,,.
569,1616,艾ww,Ai ww,user12,,,,,,1,,,user28,deleted,,,,.
570,1617,血染的风采,Bloodstained Glory,user12,,,,1,1,1,,,user28,deleted,,,1,.
571,1625,吉林战士（短语或组合）,Jilin combatant (stand-along phrase or phrase containing these words),user12,,,,,,1,,,user28,deleted,,,,.
572,1632,正无,[meaning unknown],user12,,,,,,1,,,user28,deleted,,,,.
573,1643,艾末末,Ai Weiwei,user12,,,,,,1,,,user28,deleted,,,,.
574,1651,艾神,the god Ai,user12,,,,,,1,,,user28,deleted,,,,.
575,1657,tiananmen square,tiananmen square,user12,,,,,,,,,user28,deleted,,,,.
